제품명(한글),수입일자,제조국,수출국
깐도라지,2021-01-12,중국,중국
냉동부추,2021-01-11,중국,중국
냉동대파,2021-01-11,중국,중국
냉동대파,2021-01-11,중국,중국
아몬드,2021-01-11,미국,미국
건조 커리잎,2021-01-11,스리랑카,스리랑카
마카다미아,2021-01-11,호주,호주
냉동 양파,2021-01-11,중국,중국
냉동 당근,2021-01-11,중국,중국
냉동 무,2021-01-11,중국,중국
냉동느타리버섯,2021-01-11,중국,중국
냉동당근,2021-01-11,중국,중국
냉동 단호박,2021-01-11,중국,중국
냉동 단호박,2021-01-11,중국,중국
냉동표고버섯,2021-01-11,중국,중국
냉동딸기,2021-01-11,칠레,칠레
적강낭콩,2021-01-11,미얀마,미얀마
호박꼬지,2021-01-11,중국,중국
캐슈넛,2021-01-11,베트남,베트남
여주,2021-01-11,베트남,베트남
흑후추,2021-01-11,오스트리아,오스트리아
냉동 브로컬리,2021-01-11,중국,중국
냉동 연근,2021-01-11,중국,중국
냉동 시금치,2021-01-11,중국,중국
냉동 블루베리,2021-01-11,캐나다,캐나다
냉동마늘,2021-01-11,중국,중국
냉동라임,2021-01-11,베트남,베트남
냉동대파 55mm,2021-01-11,중국,중국
계피,2021-01-11,베트남,베트남
스타아니스,2021-01-11,베트남,베트남
여주,2021-01-11,베트남,베트남
냉동당근,2021-01-11,중국,중국
냉동양파,2021-01-11,중국,중국
알땅콩,2021-01-11,중국,중국
냉동고추,2021-01-11,중국,중국
대두,2021-01-11,미국,미국
냉동홍고추,2021-01-11,중국,중국
들깨,2021-01-11,중국,중국
신선우엉,2021-01-11,중국,중국
건생강,2021-01-11,중국,중국
콩나물,2021-01-11,중국,중국
서리태,2021-01-11,중국,중국
진피,2021-01-11,중국,중국
"들깨(1,000kg)",2021-01-11,미얀마,미얀마
현미(장립종혼합),2021-01-11,인도,인도
활북방산개구리,2021-01-11,중국,중국
냉동홍고추,2021-01-11,중국,중국
감초,2021-01-11,우즈베키스탄,우즈베키스탄
냉동고추,2021-01-11,중국,중국
표고버섯,2021-01-11,중국,중국
커피원두,2021-01-11,브라질,브라질
베트남커피원두,2021-01-11,베트남,베트남
코코넛,2021-01-11,태국,태국
방울다다기 양배추,2021-01-11,벨기에,벨기에
아스파라거스,2021-01-11,페루,페루
아스파라거스,2021-01-11,페루,페루
아스파라거스,2021-01-11,페루,페루
앤다이브(프리셰),2021-01-11,스페인,벨기에
타임,2021-01-11,이스라엘,이스라엘
아스파라거스,2021-01-11,페루,페루
앤다이브(프리셰),2021-01-11,스페인,벨기에
방울다다기 양배추,2021-01-11,벨기에,벨기에
로즈마리,2021-01-11,이스라엘,이스라엘
아스파라거스 4KG,2021-01-11,페루,페루
타임,2021-01-11,이스라엘,이스라엘
바나나 꽃,2021-01-11,태국,태국
망고,2021-01-11,페루,페루
망고,2021-01-11,호주,호주
망고,2021-01-11,페루,페루
망고,2021-01-11,페루,페루
밀(씨앗),2021-01-11,미국,미국
백맥 8.5 PCT,2021-01-11,미국,미국
소맥,2021-01-11,미국,미국
적맥,2021-01-11,미국,미국
백맥,2021-01-11,미국,미국
강적맥,2021-01-11,미국,미국
백맥 10.5 PCT,2021-01-11,미국,미국
적맥,2021-01-11,미국,미국
밀(씨앗),2021-01-11,미국,미국
밀(씨앗),2021-01-11,미국,미국
진피,2021-01-11,중국,중국
과테말라 커피빈,2021-01-11,과테말라,독일
온두라스 커피빈,2021-01-11,온두라스,독일
예멘 커피빈,2021-01-11,예멘,독일
인도 커피빈,2021-01-11,인도,독일
에티오피아 커피빈,2021-01-11,에티오피아,독일
체리,2021-01-11,칠레,칠레
체리,2021-01-11,칠레,칠레
골드파인애플,2021-01-11,필리핀,필리핀
"바나나(열매,신선)",2021-01-11,에콰도르,에콰도르
마카다미아,2021-01-11,호주,호주
냉동 대파,2021-01-11,중국,중국
호두1/2태,2021-01-11,미국,미국
냉동부추,2021-01-11,중국,중국
건파,2021-01-11,중국,중국
건파,2021-01-11,중국,중국
건마늘,2021-01-11,중국,중국
커피원두,2021-01-11,케냐,케냐
바나나,2021-01-11,에콰도르,에콰도르
냉동홍고추,2021-01-11,중국,중국
냉동홍고추,2021-01-11,중국,중국
도토리,2021-01-11,중국,중국
하이비 아스파라거스 (5KG),2021-01-11,태국,태국
신선송로버섯,2021-01-11,이탈리아,이탈리아
커피원두,2021-01-11,콜롬비아,콜롬비아
커피 생두,2021-01-11,에티오피아,에티오피아
호밀,2021-01-11,캐나다,캐나다
커피원두,2021-01-11,탄자니아,탄자니아
유기농바나나,2021-01-11,페루,페루
국화,2021-01-11,중국,중국
익지인,2021-01-11,중국,중국
구기자나무 뿌리,2021-01-11,중국,중국
오가피,2021-01-11,중국,중국
냉동홍고추,2021-01-11,중국,중국
소맥,2021-01-11,미국,미국
소맥,2021-01-11,미국,미국
샬롯(10 KG),2021-01-11,태국,태국
갈랑갈,2021-01-11,태국,태국
레몬그라스,2021-01-11,태국,태국
파인애플,2021-01-11,필리핀,필리핀
피칸,2021-01-11,미국,미국
냉동다이스양파,2021-01-11,중국,중국
"바나나(13KG,2021.01.02)",2021-01-11,필리핀,필리핀
바나나,2021-01-11,인도네시아,인도네시아
냉동당근,2021-01-11,중국,중국
냉동부추,2021-01-11,중국,중국
깐도라지,2021-01-11,중국,중국
홍화자,2021-01-11,인도,인도
신선깐양파,2021-01-11,중국,중국
회향,2021-01-11,인도,인도
신선양배추,2021-01-11,중국,중국
"레몬그라스(줄기,신선)",2021-01-11,태국,태국
샬롯,2021-01-11,태국,태국
갈랑갈,2021-01-11,태국,태국
깐우엉,2021-01-11,중국,중국
건취나물,2021-01-11,중국,중국
완두콩 반태,2021-01-11,미국,미국
신선 표고버섯,2021-01-11,중국,중국
신선생강,2021-01-11,중국,중국
커피 생두,2021-01-11,케냐,네덜란드
강낭콩,2021-01-11,미국,캐나다
커피원두,2021-01-11,브라질,브라질
아몬드,2021-01-11,미국,미국
건생강,2021-01-11,중국,중국
가차이(10 KG),2021-01-11,태국,태국
핑거루트,2021-01-11,태국,태국
유기농 커피생두,2021-01-11,콜롬비아,콜롬비아
양상추,2021-01-11,대만,대만
들깨,2021-01-11,중국,중국
블루베리,2021-01-11,칠레,칠레
건조능이버섯,2021-01-11,중국,중국
건조생강,2021-01-11,중국,중국
냉동고추,2021-01-11,중국,중국
냉동홍고추,2021-01-11,중국,중국
우슬,2021-01-11,중국,중국
감초,2021-01-11,우즈베키스탄,우즈베키스탄
오렌지,2021-01-11,미국,미국
사인,2021-01-11,중국,중국
냉동고추,2021-01-11,중국,중국
대두,2021-01-11,미국,미국
커피원두,2021-01-11,에티오피아,지부티
"용과(RED, 3KG)",2021-01-11,베트남,베트남
건고추,2021-01-11,중국,중국
레몬,2021-01-11,미국,미국
커피생두,2021-01-11,브라질,브라질
용과,2021-01-11,베트남,베트남
계피,2021-01-11,베트남,베트남
"황기(뿌리,건조)",2021-01-11,중국,중국
당귀,2021-01-11,중국,중국
우슬,2021-01-11,중국,중국
백출/30KG,2021-01-11,중국,중국
표고버섯,2021-01-11,중국,중국
신선깐도라지,2021-01-11,중국,중국
깐도라지,2021-01-11,중국,중국
깐도라지,2021-01-11,중국,중국
히카마,2021-01-11,베트남,베트남
건조양파,2021-01-11,인도,인도
커피 생두,2021-01-11,브라질,브라질
망고,2021-01-11,태국,태국
커피 생두,2021-01-11,브라질,브라질
곶감,2021-01-11,중국,중국
블루베리,2021-01-11,칠레,칠레
블루베리,2021-01-11,칠레,칠레
블루베리,2021-01-11,칠레,칠레
망고,2021-01-11,태국,태국
망고,2021-01-11,태국,태국
오렌지,2021-01-11,미국,미국
신선우엉,2021-01-11,중국,중국
곶감,2021-01-11,중국,중국
망고,2021-01-11,태국,태국
파인애플(15KG),2021-01-11,필리핀,필리핀
망고,2021-01-11,태국,태국
바나나,2021-01-11,콜롬비아,콜롬비아
"망고(열매,신선)",2021-01-11,태국,태국
파인애플 (12KG),2021-01-11,필리핀,필리핀
레몬,2021-01-11,미국,미국
망고,2021-01-11,태국,태국
커피원두 (생두),2021-01-11,브라질,브라질
커피원두(생두),2021-01-11,브라질,브라질
커피원두(생두),2021-01-11,브라질,브라질
아스파라거스,2021-01-11,페루,페루
두리안,2021-01-11,태국,태국
프리제(FRISEE),2021-01-11,스페인,벨기에
엔다이브,2021-01-11,벨기에,벨기에
파스니프,2021-01-11,벨기에,벨기에
레드 엔다이브,2021-01-11,네덜란드,벨기에
펜넬,2021-01-11,이탈리아,벨기에
아스파라거스,2021-01-11,멕시코,미국
샬롯,2021-01-11,태국,태국
바나나 꽃,2021-01-11,태국,태국
갈랑갈,2021-01-11,태국,태국
아스파라거스,2021-01-11,페루,페루
샬롯,2021-01-11,태국,태국
망고,2021-01-11,페루,페루
망고,2021-01-11,페루,페루
신선 갈랑갈,2021-01-11,태국,태국
망고,2021-01-11,페루,페루
고추씨,2021-01-11,중국,중국
망고,2021-01-11,필리핀,필리핀
바나나,2021-01-11,필리핀,필리핀
바나나,2021-01-11,필리핀,필리핀
천궁,2021-01-11,중국,중국
아스파라거스,2021-01-11,에콰도르,미국
아스파라거스,2021-01-11,태국,태국
커피원두,2021-01-11,케냐,케냐
파인애플,2021-01-11,필리핀,필리핀
신선브로콜리,2021-01-11,중국,중국
레몬,2021-01-11,미국,미국
레몬,2021-01-11,미국,미국
코코넛,2021-01-11,태국,태국
신선당근,2021-01-11,중국,중국
신선당근,2021-01-11,중국,중국
초석잠/9KG,2021-01-11,중국,중국
신선당근,2021-01-11,중국,중국
호박씨,2021-01-11,중국,중국
커피원두,2021-01-11,브라질,브라질
브로콜리,2021-01-11,중국,중국
망고,2021-01-11,태국,태국
망고,2021-01-11,태국,태국
아스파라거스(6KG),2021-01-11,태국,태국
신선당근,2021-01-11,중국,중국
해바라기씨,2021-01-11,중국,중국
호박씨,2021-01-11,중국,중국
오렌지,2021-01-11,미국,미국
신선당근,2021-01-11,중국,중국
신선당근,2021-01-11,중국,중국
바나나,2021-01-11,페루,페루
신선당근,2021-01-11,중국,중국
차전자피,2021-01-11,인도,인도
오렌지,2021-01-11,미국,미국
오렌지,2021-01-11,미국,미국
쿨란트로,2021-01-11,태국,태국
신선깐마늘,2021-01-11,중국,중국
망고,2021-01-11,태국,태국
망고,2021-01-11,태국,태국
망고,2021-01-11,태국,태국
망고,2021-01-11,태국,태국
레몬그라스(10 KG),2021-01-11,태국,태국
바나나꽃,2021-01-11,태국,태국
냉동 대파,2021-01-11,중국,중국
건 무화과,2021-01-11,터키,독일
슬라이스 아몬드,2021-01-11,미국,미국
옥수수 (팝콘용),2021-01-11,미국,미국
코코넛,2021-01-11,베트남,베트남
커피원두,2021-01-11,브라질,브라질
커피원두,2021-01-11,탄자니아,탄자니아
커피원두,2021-01-11,코스타리카,코스타리카
커피 생두,2021-01-11,브라질,브라질
커피 생두,2021-01-11,브라질,브라질
석류,2021-01-11,미국,미국
망고,2021-01-11,태국,태국
망고(5kg),2021-01-11,태국,태국
신선양파,2021-01-11,중국,중국
냉동대파,2021-01-11,중국,중국
"파인애플(12KG,2021.01.02)",2021-01-11,필리핀,필리핀
"용과(WHITE, 5KG)",2021-01-11,베트남,베트남
인도네시아 로부스타 커피,2021-01-11,인도네시아,인도네시아
완두콩,2021-01-11,미국,미국
건조양파,2021-01-11,중국,중국
냉동단호박,2021-01-11,중국,중국
신선대파,2021-01-11,중국,중국
냉동대파,2021-01-11,중국,중국
냉동청피망,2021-01-11,중국,중국
깐도라지,2021-01-11,중국,중국
깐우엉,2021-01-11,중국,중국
마늘쫑(8KG),2021-01-11,중국,중국
깐도라지,2021-01-11,중국,중국
냉동부추,2021-01-11,중국,중국
냉동그린빈,2021-01-11,중국,중국
콜롬비아 커피생두(10kg),2021-01-08,콜롬비아,미국
과테말라 커피생두 (60kg),2021-01-08,과테말라,미국
에티오피아 커피생두(10kg),2021-01-08,에티오피아,미국
냉동대파,2021-01-08,중국,중국
냉동 패션후르츠,2021-01-08,베트남,베트남
냉동당근,2021-01-08,중국,중국
계피,2021-01-08,베트남,베트남
냉동피망,2021-01-08,중국,중국
냉동마늘,2021-01-08,중국,중국
깐호박씨(1kgx10봉),2021-01-08,중국,중국
캐슈넛,2021-01-08,베트남,베트남
건고추,2021-01-08,중국,중국
건조무화과(2kgx6봉),2021-01-08,터키,터키
호두,2021-01-08,미국,미국
냉동사토르,2021-01-08,인도네시아,인도네시아
커민씨드,2021-01-08,파키스탄,파키스탄
냉동양파,2021-01-08,중국,중국
냉동 양파,2021-01-08,중국,중국
커리 리브,2021-01-08,스리랑카,스리랑카
램프(판다누스),2021-01-08,스리랑카,스리랑카
냉동 당근,2021-01-08,중국,중국
냉동홍고추,2021-01-08,중국,중국
냉동홍고추,2021-01-08,중국,중국
감초,2021-01-08,중국,중국
"숙지황(뿌리,건조)",2021-01-08,중국,중국
건고추,2021-01-08,중국,중국
냉동고추,2021-01-08,중국,중국
냉동홍고추,2021-01-08,중국,중국
냉동홍고추,2021-01-08,중국,중국
황기,2021-01-08,중국,중국
길경,2021-01-08,중국,중국
포도,2021-01-08,페루,페루
포도,2021-01-08,페루,페루
포도,2021-01-08,페루,페루
커피원두,2021-01-08,인도,인도
커피원두,2021-01-08,에티오피아,에티오피아
포도,2021-01-08,페루,페루
망고,2021-01-08,페루,페루
목이버섯,2021-01-08,중국,중국
흰옥수수,2021-01-08,미국,미국
커피생두,2021-01-08,온두라스,독일
신선파파야,2021-01-08,필리핀,필리핀
호두,2021-01-08,미국,미국
호두,2021-01-08,미국,미국
커피 생두,2021-01-08,콜롬비아,콜롬비아
커피원두,2021-01-08,탄자니아,독일
커피원두,2021-01-08,과테말라,독일
메밀,2021-01-08,미국,미국
레몬,2021-01-08,미국,미국
기장,2021-01-08,호주,호주
커피 생두,2021-01-08,브라질,브라질
아몬드,2021-01-08,미국,미국
커피 생두,2021-01-08,에티오피아,에티오피아
커피 생두,2021-01-08,브라질,브라질
옥수수,2021-01-08,미국,미국
기장,2021-01-08,미국,미국
베트남커피원두,2021-01-08,베트남,베트남
커피원두,2021-01-08,탄자니아,탄자니아
냉동홍고추,2021-01-08,중국,중국
침향,2021-01-08,인도네시아,인도네시아
자몽,2021-01-08,이스라엘,이스라엘
자몽,2021-01-08,이스라엘,이스라엘
인도 커피원두,2021-01-08,인도,인도
인도 커피원두,2021-01-08,인도,인도
흰목이버섯,2021-01-08,중국,중국
흑목이버섯,2021-01-08,중국,중국
캐모마일,2021-01-08,이집트,이집트
레몬그라스,2021-01-08,베트남,베트남
용과,2021-01-08,베트남,베트남
백출,2021-01-08,중국,중국
호두,2021-01-08,미국,미국
커피원두,2021-01-08,에티오피아,에티오피아
냉동고추,2021-01-08,중국,중국
망고,2021-01-08,페루,페루
녹두,2021-01-08,중국,중국
녹두,2021-01-08,중국,중국
당귀,2021-01-08,중국,중국
감초,2021-01-08,중국,중국
당귀,2021-01-08,중국,중국
우슬,2021-01-08,중국,중국
진피,2021-01-08,중국,중국
창출,2021-01-08,중국,중국
신선 표고버섯,2021-01-08,중국,중국
커피생두,2021-01-08,콜롬비아,콜롬비아
커피생두,2021-01-08,콜롬비아,콜롬비아
대두,2021-01-08,미국,미국
건조생강,2021-01-08,중국,중국
냉동고추,2021-01-08,중국,중국
대두,2021-01-08,우크라이나,스웨덴
황기,2021-01-08,중국,중국
신선양파,2021-01-08,일본,일본
냉동홍고추,2021-01-08,중국,중국
망고,2021-01-08,페루,페루
냉동홍고추,2021-01-08,중국,중국
냉동고추,2021-01-08,베트남,베트남
"포도(열매,신선)",2021-01-08,페루,페루
"포도(열매,신선)",2021-01-08,페루,페루
커피원두,2021-01-08,에티오피아,에티오피아
냉동홍고추,2021-01-08,중국,중국
커피원두,2021-01-08,콜롬비아,콜롬비아
브라질넛,2021-01-08,페루,페루
바나나,2021-01-08,필리핀,필리핀
바나나,2021-01-08,필리핀,필리핀
